"","variable","Heuchera_mexicana_avg"
"1",145,0
"2",149.612244897959,0
"3",154.224489795918,0
"4",158.836734693878,0
"5",163.448979591837,0
"6",168.061224489796,1.22445793784887e-05
"7",172.673469387755,0.000111204525164529
"8",177.285714285714,0.000375307786752882
"9",181.897959183673,0.000949370888174672
"10",186.510204081633,0.00166903007856083
"11",191.122448979592,0.00412052122421041
"12",195.734693877551,0.00843447639417803
"13",200.34693877551,0.0110740710562381
"14",204.959183673469,0.0234859866082822
"15",209.571428571429,0.027828549180027
"16",214.183673469388,0.0480610682050235
"17",218.795918367347,0.0607504673790334
"18",223.408163265306,0.0519244061151997
"19",228.020408163265,0.0770058879705401
"20",232.632653061224,0.0620711567608118
"21",237.244897959184,0.0737341856020256
"22",241.857142857143,0.0709984220477211
"23",246.469387755102,0.0542110716498802
"24",251.081632653061,0.0592884973758024
"25",255.69387755102,0.0501732596301524
"26",260.30612244898,0.034565949649198
"27",264.918367346939,0.037448559901441
"28",269.530612244898,0.0265413306389251
"29",274.142857142857,0.0297706495022696
"30",278.755102040816,0.0257392229485391
"31",283.367346938776,0.0160490373014818
"32",287.979591836735,0.0169878119001536
"33",292.591836734694,0.0140619635954609
"34",297.204081632653,0.0201715941315372
"35",301.816326530612,0.0182305492409384
"36",306.428571428571,0.0157863551061494
"37",311.040816326531,0.0188383758790892
"38",315.65306122449,0.0106275465908981
"39",320.265306122449,0.00838605160839662
"40",324.877551020408,0.00570196195203024
"41",329.489795918367,0.00339501765470023
"42",334.102040816327,0.00339781157429596
"43",338.714285714286,0.00296185681131791
"44",343.326530612245,0.00185369658845451
"45",347.938775510204,0.00189177732930432
"46",352.551020408163,0.000936239618460049
"47",357.163265306122,0.000376866506295463
"48",361.775510204082,3.98088683850012e-07
"49",366.387755102041,1.73105719691476e-07
"50",371,1.7719102463637e-08
