"","variable","Tellima_grandiflora_avg"
"1",3.25,0.00344780809515984
"2",17.6785714285714,0.08128296378181
"3",32.1071428571429,0.186579345262613
"4",46.5357142857143,0.18946042263525
"5",60.9642857142857,0.156312620511844
"6",75.3928571428571,0.128757047587137
"7",89.8214285714286,0.0906870007699108
"8",104.25,0.0612581361122791
"9",118.678571428571,0.0418483052829062
"10",133.107142857143,0.0255489449072457
"11",147.535714285714,0.0147043141782413
"12",161.964285714286,0.00855562591321831
"13",176.392857142857,0.00628443174718561
"14",190.821428571429,0.00263507059496736
"15",205.25,0.00125664362959491
"16",219.678571428571,0.000661683107530464
"17",234.107142857143,0.000361223484552457
"18",248.535714285714,0.000179821230226466
"19",262.964285714286,9.07686363720038e-05
"20",277.392857142857,6.74065665923451e-05
"21",291.821428571429,2.0415965363115e-05
"22",306.25,0
"23",320.678571428571,0
"24",335.107142857143,0
"25",349.535714285714,0
"26",363.964285714286,0
"27",378.392857142857,0
"28",392.821428571429,0
"29",407.25,0
"30",421.678571428571,0
"31",436.107142857143,0
"32",450.535714285714,0
"33",464.964285714286,0
"34",479.392857142857,0
"35",493.821428571429,0
"36",508.25,0
"37",522.678571428571,0
"38",537.107142857143,0
"39",551.535714285714,0
"40",565.964285714286,0
"41",580.392857142857,0
"42",594.821428571429,0
"43",609.25,0
"44",623.678571428571,0
"45",638.107142857143,0
"46",652.535714285714,0
"47",666.964285714286,0
"48",681.392857142857,0
"49",695.821428571429,0
"50",710.25,0
