"","variable","Heuchera_sanguinea_avg"
"1",1,0
"2",2.27551020408163,0.000662234595991656
"3",3.55102040816327,0.00665074317178652
"4",4.8265306122449,0.0127919781382455
"5",6.10204081632653,0.037030679311222
"6",7.37755102040816,0.0580462333522028
"7",8.6530612244898,0.097408514469738
"8",9.92857142857143,0.0850799523328362
"9",11.2040816326531,0.0859130538383194
"10",12.4795918367347,0.0754870490361879
"11",13.7551020408163,0.0733350724275049
"12",15.030612244898,0.0929563083017725
"13",16.3061224489796,0.0641287894036439
"14",17.5816326530612,0.0626581757428221
"15",18.8571428571429,0.0515649993624412
"16",20.1326530612245,0.0450945554227002
"17",21.4081632653061,0.0336539681788621
"18",22.6836734693878,0.0281837433990027
"19",23.9591836734694,0.0197532304907394
"20",25.234693877551,0.0170291916269521
"21",26.5102040816327,0.0103955439856167
"22",27.7857142857143,0.00964150706070885
"23",29.0612244897959,0.00725907672349264
"24",30.3367346938775,0.00655970865912186
"25",31.6122448979592,0.00485895993045897
"26",32.8877551020408,0.00323152978760846
"27",34.1632653061224,0.00269813236546416
"28",35.4387755102041,0.0020624411611194
"29",36.7142857142857,0.00153963983972754
"30",37.9897959183673,0.00126363691397588
"31",39.265306122449,0.000683792128800535
"32",40.5408163265306,0.000551953807573703
"33",41.8163265306122,0.000371708221013191
"34",43.0918367346939,0.00032597886148403
"35",44.3673469387755,0.000412608057727194
"36",45.6428571428571,0.000198143282037036
"37",46.9183673469388,5.74356554967971e-05
"38",48.1938775510204,0.000106689859800156
"39",49.469387755102,0.000131920776343697
"40",50.7448979591837,8.47189062669659e-05
"41",52.0204081632653,6.65410771433774e-05
"42",53.2959183673469,6.98603360480918e-05
"43",54.5714285714286,0
"44",55.8469387755102,0
"45",57.1224489795918,0
"46",58.3979591836735,0
"47",59.6734693877551,0
"48",60.9489795918367,0
"49",62.2244897959184,0
"50",63.5,0
