"","variable","Heuchera_micrantha_avg"
"1",-3,0.0410260314728577
"2",85.1020408163265,0.117780076625989
"3",173.204081632653,0.0754522027093584
"4",261.30612244898,0.0795359173562451
"5",349.408163265306,0.0569128542141163
"6",437.510204081633,0.0572873541833889
"7",525.612244897959,0.0582113299487236
"8",613.714285714286,0.0527214019378203
"9",701.816326530612,0.0545271674014472
"10",789.918367346939,0.0462241758767075
"11",878.020408163265,0.0505918778982875
"12",966.122448979592,0.0386225723720579
"13",1054.22448979592,0.0382806283632855
"14",1142.32653061225,0.032762044987334
"15",1230.42857142857,0.0321605477319982
"16",1318.5306122449,0.0288350838598348
"17",1406.63265306122,0.0224856074283074
"18",1494.73469387755,0.0226679793402698
"19",1582.83673469388,0.0161657757494776
"20",1670.9387755102,0.0153671852857908
"21",1759.04081632653,0.0106745532809449
"22",1847.14285714286,0.0101833134813908
"23",1935.24489795918,0.00795738768178574
"24",2023.34693877551,0.006441135221032
"25",2111.44897959184,0.0058046053422341
"26",2199.55102040816,0.0036307577942653
"27",2287.65306122449,0.00336167030709406
"28",2375.75510204082,0.00220465471720447
"29",2463.85714285714,0.00216470844965991
"30",2551.95918367347,0.00153050192970084
"31",2640.0612244898,0.00152301381344484
"32",2728.16326530612,0.00114099097201082
"33",2816.26530612245,0.000903032997006123
"34",2904.36734693878,0.000816020224619704
"35",2992.4693877551,0.000586488529909272
"36",3080.57142857143,0.000604851983829691
"37",3168.67346938776,0.000419947195631055
"38",3256.77551020408,0.000452248601090986
"39",3344.87755102041,0.00042022553719811
"40",3432.97959183673,0.000398835860231217
"41",3521.08163265306,0.000385788028468642
"42",3609.18367346939,0.000384482399134755
"43",3697.28571428571,0.000301034665640307
"44",3785.38775510204,9.19362431750801e-05
"45",3873.48979591837,0
"46",3961.59183673469,0
"47",4049.69387755102,0
"48",4137.79591836735,0
"49",4225.89795918367,0
"50",4314,0
